Search terms report
All time
Search term,Match type,Added/Excluded,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conv. rate,Conversions,Cost / conv.
transportation kyoto to fushimi inari taisha,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
coisas do japão,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto autumn,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
京都 の 春,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto tour from tokyo,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto activities,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
december in kyoto,Performance Max,None,1,6,16.67%,JPY,47,47,0.00%,0.00,0
kyoto place,Performance Max,None,0,4,0.00%,JPY,0,0,0.00%,0.00,0
kyoto river,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
places to visit kyoto,Performance Max,None,2,2,100.00%,JPY,53,106,0.00%,0.00,0
kyoto must do things,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
shrine kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto without crowds,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto december,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
arashiyama tour,Performance Max,None,0,4,0.00%,JPY,0,0,0.00%,0.00,0
kyoto ride,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
fushimi inari shrine at night,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
bamboo forest kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
tenryu ji,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
fushimi inari pilgrim circuit,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto best track,Performance Max,None,0,9,0.00%,JPY,0,0,0.00%,0.00,0
3 day kyoto itinerary,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
temples in kyoto to visit,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kinkakuj,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan itinerary,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto famous street,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
lantern shrine kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
night things to do in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
京都 近郊,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
3 day kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
gion festival in japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
京都 郊外,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto night,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
kiyomizu dera walk,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto shrine,Performance Max,None,0,4,0.00%,JPY,0,0,0.00%,0.00,0
kyoto best places,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan in february,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto 4k walk,Performance Max,None,0,10,0.00%,JPY,0,0,0.00%,0.00,0
rainy day in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
japan tokyo kyoto osaka,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
places to visit in japan,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
du lịch kyoto,Performance Max,None,0,4,0.00%,JPY,0,0,0.00%,0.00,0
kyoto vlog,Performance Max,Excluded,0,5,0.00%,JPY,0,0,0.00%,0.00,0
kyoto tips,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
fun things to do in kyoto,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
kyoto right now,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
how to move around in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
тур в японію,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto monastery,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto walkway,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
abroad in japan kyoto,Performance Max,Excluded,0,2,0.00%,JPY,0,0,0.00%,0.00,0
ancient kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
3 days in kyoto itinerary,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
may in kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto abroad in japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto trip guide,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto du lịch,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
how to do a kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
inari shrine,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
best kyoto itinerary,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto today,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
京都 夜 游,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto itinerary 3 days,Performance Max,None,0,9,0.00%,JPY,0,0,0.00%,0.00,0
3 day itinerary in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
howzit japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
travel to kyoto japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
京都 府,Performance Max,Excluded,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto temple,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
kyoto traffic jam,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto zoo,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto l,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto one day trip from osaka,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
walking tour japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
things to do in arashiyama,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
what to do in kyoto,Performance Max,None,1,41,2.44%,JPY,75,75,0.00%,0.00,0
trip jepang,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto trip,Performance Max,None,0,14,0.00%,JPY,0,0,0.00%,0.00,0
kyoto at night,Performance Max,None,0,9,0.00%,JPY,0,0,0.00%,0.00,0
arashiyama kimono walk,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
chơi gì ở kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto trail guide,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
교토 추천,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
three days in kyoto,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
красивые места в японии,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto late october,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto street walk,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
fushimi inari horaire,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
arashiyama walking tour,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
fushimi kyoto,Performance Max,None,0,11,0.00%,JPY,0,0,0.00%,0.00,0
japan travel planning,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto history,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
top kyoto temples,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
แพ ลน เที่ยว โอ ซา ก้า เกีย ว โต,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan what to do,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto september,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto scenery,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto cultural tour,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto underrated places,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
what to do in kyoto japan,Performance Max,None,0,5,0.00%,JPY,0,0,0.00%,0.00,0
kyoto temples,Performance Max,None,0,8,0.00%,JPY,0,0,0.00%,0.00,0
kyoto blog,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
what to do in kyoto at night,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
another side of kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan bell,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto momiji,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
day tours,Performance Max,None,3,4,75.00%,JPY,118,355,0.00%,0.00,0
kyoto holiday,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
fushimi inari taisha,Performance Max,None,0,52,0.00%,JPY,0,0,0.00%,0.00,0
how to make kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
piqtour arashiyama,Performance Max,Excluded,0,3,0.00%,JPY,0,0,0.00%,0.00,0
kyoto main attractions,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto city pop,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto review,Performance Max,None,0,5,0.00%,JPY,0,0,0.00%,0.00,0
일본 교토,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
experience japan,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
places to go in kyoto,Performance Max,None,1,6,16.67%,JPY,154,154,0.00%,0.00,0
京都 お 散歩,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
best day tours,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto areas,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto off the beaten path,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
japan,Performance Max,None,0,23,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan temple,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
japan travel guide kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
walking tour kyoto,Performance Max,None,1,4,25.00%,JPY,97,97,0.00%,0.00,0
attraction kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
walking through kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto 4d3n,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
uji attractions,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kamogawa river kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
japan unique experiences,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
places to visit near arashiyama bamboo grove,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
gion festival,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
stuff to do in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
best places to visit in japan,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
monkey park kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
unique things to do in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
places to see in kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto in,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
city tour kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto culture,Performance Max,None,0,7,0.00%,JPY,0,0,0.00%,0.00,0
日本 京都 自由 行 攻略,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
เที่ยว เกีย ว โต โอ ซา ก้า,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
central kyoto itinerary,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
hidden gem kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto city,Performance Max,None,0,27,0.00%,JPY,0,0,0.00%,0.00,0
kyoto o que fazer,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
autumn in kyoto japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto local,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
inari temple,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
日本 旅遊,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
yokai parade kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto sightseeing,Performance Max,None,0,5,0.00%,JPY,0,0,0.00%,0.00,0
kyoto one day itinerary,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
cool stuff to do,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
cool places in kyoto,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
places of interest in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
top things to do in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
day trip from kyoto,Performance Max,None,0,7,0.00%,JPY,0,0,0.00%,0.00,0
japan scenery,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
best thing to do in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto,Performance Max,None,31,"3,164",0.98%,JPY,35,1089,0.00%,0.00,0
kyoto 3 day itinerary with kids,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
pontocho alley kyoto,Performance Max,None,0,6,0.00%,JPY,0,0,0.00%,0.00,0
must see kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
ask shogo kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
arashiyama,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan walk,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto hidden spots,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
5 day japan itinerary,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto in 2 days,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
morning walk at fushimi inari taisha,Performance Max,None,1,35,2.86%,JPY,41,41,0.00%,0.00,0
what to do near fushimi inari shrine,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
best things to do in japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
que hacer en kioto,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
3 days in kyoto,Performance Max,None,0,12,0.00%,JPY,0,0,0.00%,0.00,0
places to go,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
moss garden kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto university dorm tour,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
what to do in kyoto for 3 days,Performance Max,None,0,4,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan in september,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
nintendo museum kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
tourvashu japan,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto bar hopping,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto live,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
life in kyoto,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
kyoto o,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
fushimi inari taisha at night,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto temples and shrines,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan tourist spots,Performance Max,None,1,1,100.00%,JPY,86,86,0.00%,0.00,0
itinerary kyoto 1 hari,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
hokanji temple night,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
京都 の 紅葉,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
best areas to stay in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
京都 獨 旅,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto cosa vedere,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto itinerary 4 days,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto what to see,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
one day trip from kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
日本 京都 旅游,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
things to do in kyoto at night,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
wisata kyoto japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
10 days in japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto aquarium,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
hidden gems kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
things in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
top 10 things to do in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto top attractions,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
downtown kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
quartier de kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kioto japon lugares turisticos,Performance Max,Excluded,0,2,0.00%,JPY,0,0,0.00%,0.00,0
love of kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
day trips kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
ทัวร์ ญี่ปุ่น เกีย ว โต,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
nara tour,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
曰 本 旅游,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
japan city kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
place to go in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
ada apa saja di kyoto,Performance Max,Excluded,0,2,0.00%,JPY,0,0,0.00%,0.00,0
japan tokyo kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
11 days japan itinerary,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
what to do in kyoto in 1 day,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
tours from kyoto,Performance Max,None,0,4,0.00%,JPY,0,0,0.00%,0.00,0
trip to japan,Performance Max,None,0,9,0.00%,JPY,0,0,0.00%,0.00,0
kyoto 2 day,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto autumn itinerary,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto walking,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto summer,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto music,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
السياحه في اليابان,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
christmas in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto osaka sightseeing pass,Performance Max,None,1,1,100.00%,JPY,226,226,0.00%,0.00,0
tomo tours,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
things to do in japan,Performance Max,None,0,5,0.00%,JPY,0,0,0.00%,0.00,0
maibaru travel 京都,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
hidden gem in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
what to see in kyoto japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan samurai,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
uji day trip,Performance Max,None,0,10,0.00%,JPY,0,0,0.00%,0.00,0
geisha dance kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto for kids,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kota kyoto jepang,Performance Max,Excluded,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto video,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
koto japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto january,Performance Max,None,0,5,0.00%,JPY,0,0,0.00%,0.00,0
kyoto tourist maps,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto spots,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
monkey mountain kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
uji tour,Performance Max,None,0,7,0.00%,JPY,0,0,0.00%,0.00,0
japan vacation packages,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
visiting japan,Performance Max,None,0,5,0.00%,JPY,0,0,0.00%,0.00,0
non touristy kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
amanohashidate from kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
fun things to do in kyoto japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
travel guide kyoto,Performance Max,None,2,4,50.00%,JPY,69,139,0.00%,0.00,0
japan deluxe tours,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto inari shrine,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan september,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
tourist attraction,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
things to do at night in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto famous place,Performance Max,None,1,1,100.00%,JPY,6,6,0.00%,0.00,0
7 days in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
เที่ยว เกีย ว โต 3 วัน 2 คืน,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto 2 day itinerary,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto toris,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
japan guide,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
京都 深度 遊,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
most popular places in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto tips and tricks,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto nara day trip,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto summer itinerary,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto hunting,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
crowded kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto buddhist temple,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto tourism,Performance Max,None,0,4,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan tour,Performance Max,None,0,5,0.00%,JPY,0,0,0.00%,0.00,0
渡 月 橋,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
arashiyama trip,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
เคียว โตะ,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
sightseeing,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto in one day,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan travel guide,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
exploring japan,Performance Max,None,0,5,0.00%,JPY,0,0,0.00%,0.00,0
camino del filosofo kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan fall,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
京都 案内,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
day tours from kyoto japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
things to do,Performance Max,None,0,21,0.00%,JPY,0,0,0.00%,0.00,0
philosopher path kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto sunset,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
the next station is kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
what to do in arashiyama,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
temple walk kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto with kids,Performance Max,None,0,7,0.00%,JPY,0,0,0.00%,0.00,0
bamboo forest kyoto japan tours,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
5 days in japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan river,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
uji things to do,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
ohara kyoto,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan december,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
your japanese friend in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto travel spot,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
day trips from kyoto using jr pass,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
what to see kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
things to do kyoto japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
summer in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto things to do,Performance Max,None,1,18,5.56%,JPY,16,16,0.00%,0.00,0
